AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FLIGHT,F1,D,A,372.0,172.0,900.0,1800.0,19.742,22.742
0,FLIGHT,F6,A,G,564.0,123.0,728.0,1628.0,19.608,22.608
0,FLIGHT,F24,G,H,2131.0,165.0,605.0,1505.0,18.52,21.52
0,FERRY,FERRY,H,I,2296.0,60.0,,,,
0,FLIGHT,F36,I,J,3408.0,102.0,440.0,1340.0,17.633,20.633
0,FLIGHT,F54,J,F,4893.0,112.0,338.0,1238.0,16.602,19.602
0,FLIGHT,F67,F,C,6351.0,143.0,226.0,1126.0,15.59,18.59
0,FERRY,FERRY,C,E,6494.0,60.0,,,,
0,MAINT,A,E,E,6554.0,90.0,,,,
0,FLIGHT,F78,E,H,6859.0,157.0,900.0,983.0,15.237,18.237
0,FLIGHT,F99,H,J,8233.0,147.0,743.0,826.0,14.283,17.283
0,FLIGHT,F109,J,F,9249.0,83.0,596.0,679.0,13.577,16.577
0,FERRY,FERRY,F,A,9332.0,60.0,,,,
0,FLIGHT,F119,A,G,9815.0,121.0,513.0,596.0,13.184,16.184
0,FERRY,FERRY,G,E,9936.0,60.0,,,,
0,FLIGHT,F156,E,A,13495.0,166.0,392.0,475.0,10.628,13.628
0,FLIGHT,F168,A,H,14103.0,107.0,226.0,309.0,10.206,13.206
0,FERRY,FERRY,H,A,14210.0,60.0,,,,
0,MAINT,A,A,A,14270.0,90.0,,,,
0,FLIGHT,F191,A,C,16217.0,151.0,900.0,202.0,8.738,11.738
0,MAINT,B,C,C,16368.0,180.0,,,,
0,FLIGHT,F203,C,F,16793.0,165.0,900.0,1800.0,8.338,11.338
0,FLIGHT,F212,F,L,18110.0,129.0,735.0,1635.0,7.424,10.424
0,FERRY,FERRY,L,K,18239.0,60.0,,,,
0,FLIGHT,F236,K,D,20826.0,152.0,606.0,1506.0,5.537,8.537
0,FERRY,FERRY,D,I,20978.0,60.0,,,,
0,FLIGHT,F288,I,C,25531.0,94.0,454.0,1354.0,2.27,5.27
1,FERRY,FERRY,G,D,0.0,60.0,,,,
1,FLIGHT,F10,D,F,817.0,160.0,900.0,1800.0,19.433,22.433
1,FLIGHT,F35,F,D,3384.0,160.0,740.0,1640.0,17.65,20.65
1,FLIGHT,F43,D,E,3743.0,96.0,580.0,1480.0,17.401,20.401
1,FERRY,FERRY,E,C,3839.0,60.0,,,,
1,FLIGHT,F57,C,F,5099.0,103.0,484.0,1384.0,16.459,19.459
1,FERRY,FERRY,F,B,5202.0,60.0,,,,
1,FLIGHT,F91,B,J,7983.0,177.0,381.0,1281.0,14.456,17.456
1,FLIGHT,F121,J,A,10531.0,82.0,204.0,1104.0,12.687,15.687
1,FLIGHT,F133,A,H,11187.0,94.0,122.0,1022.0,12.231,15.231
1,FERRY,FERRY,H,F,11281.0,60.0,,,,
1,MAINT,A,F,F,11341.0,90.0,,,,
1,FLIGHT,F144,F,I,12357.0,141.0,900.0,928.0,11.419,14.419
1,FERRY,FERRY,I,A,12498.0,60.0,,,,
1,FLIGHT,F178,A,H,15040.0,105.0,759.0,787.0,9.556,12.556
1,FERRY,FERRY,H,J,15145.0,60.0,,,,
1,FLIGHT,F201,J,L,16544.0,114.0,654.0,682.0,8.511,11.511
1,FERRY,FERRY,L,C,16658.0,60.0,,,,
1,FLIGHT,F243,C,F,21079.0,110.0,540.0,568.0,5.362,8.362
1,FLIGHT,F254,F,J,22049.0,100.0,430.0,458.0,4.688,7.688
1,FLIGHT,F266,J,B,22470.0,132.0,330.0,358.0,4.396,7.396
1,FLIGHT,F283,B,C,25095.0,163.0,198.0,226.0,2.573,5.573
2,FERRY,FERRY,E,D,0.0,60.0,,,,
2,FLIGHT,F5,D,A,539.0,75.0,900.0,1800.0,19.626,22.626
2,FLIGHT,F21,A,F,1917.0,156.0,825.0,1725.0,18.669,21.669
2,FLIGHT,F42,F,K,3668.0,135.0,669.0,1569.0,17.453,20.453
